Sample_ID,Site,site_season,Sample_Type,Sample_Date,Season,Wet_Dry_Season,Sample_Time,Temperature_C,Conductivity_uS_cm,Dissolved_Oxygen_mg_L,pH,Turbidity_NTU,E_coli_MPN_100_mL,Log10_E_coli_MPN_100_ml,HF183MGB_GC_100_mL,Log_HF183MGB_GC_100_mL,E_Coli_GC_100_mL,Log_E_Coli_GC_100_mL,DG3_GC_100_mL,Log_DG3_GC_100_mL,Salmonella_Presence_Absence,Stx2_Presence_Absence,24_hr_Precipitation_in,48_hr_Precipitation_in,72_hr_Precipitation_in,Rain_Intensity_24_hr_prior_in_hr,Rain_Intensity_48_hr_prior_in_hr,Rain_Intensity_72_hr_prior_in_hr,Impervious_Percent,Forest_Percent,Grasslands_Percent
PC356,Burbank,Burbank_Dry,GrbW,12/5/2016,Fall,Dry,1408,11.3,89.1,7.7,7.05,13.2,"2,087",3.3,"169,008",5.2,"25,134",4.4,LOQ,3.0,A,A,0.37,0.87,0.87,0.015,0.018,0.012,68.7,1.4,0.0
PC358,Northwest,Northwest_Dry,GrbW,12/19/2016,Fall,Dry,1138,7.2,157.8,11.9,7.54,9.12,572,2.8,"8,200",3.9,"3,972",3.6,LOQ,3.0,P,P,0.15,0.32,0.33,0.006,0.007,0.005,59.0,13.9,0.9
PC359,James Jackson,James Jackson_Dry,GrbW,12/19/2016,Fall,Dry,1154,7.2,155.8,11.3,7.57,7.69,560,2.7,"18,205",4.3,"5,526",3.7,ND,0.0,P,P,0.15,0.32,0.33,0.006,0.007,0.005,60.1,13.1,1.0
PC360,Spring Street,Spring Street_Dry,GrbW,12/19/2016,Fall,Dry,1209,7.2,113.2,11.31,7.41,3.82,791,2.9,"125,824",5.1,"25,166",4.4,LOQ,3.0,P,P,0.15,0.32,0.33,0.006,0.007,0.005,41.8,21.9,0.7
PC361,Kerry Circle,Kerry Circle_Dry,GrbW,12/19/2016,Fall,Dry,1222,7.8,156.4,10.58,7.44,6.54,"1,427",3.2,"73,278",4.9,"52,825",4.7,ND,0.0,P,P,0.15,0.32,0.33,0.006,0.007,0.005,69.7,8.6,1.0
PC362,Hortense,Hortense_Dry,GrbW,12/19/2016,Fall,Dry,1238,7.9,118.7,10.6,7.33,7.17,"2,219",3.3,"150,922",5.2,"75,902",4.9,"2,452",3.4,P,A,0.15,0.32,0.33,0.006,0.007,0.005,77.3,4.1,0.2
PC363,Grove Park,Grove Park_Dry,GrbW,12/19/2016,Fall,Dry,1245,7.5,105.3,11.55,7.54,3.07,541,2.7,"19,935",4.3,"12,002",4.1,ND,0.0,P,P,0.15,0.32,0.33,0.006,0.007,0.005,48.8,11.2,0.0
PC364,North Ave,North Ave_Dry,GrbW,12/19/2016,Fall,Dry,1257,11.2,334.6,10.32,7.49,2.16,"1,341",3.1,"160,313",5.2,"51,298",4.7,ND,0.0,A,A,0.15,0.32,0.33,0.006,0.007,0.005,77.0,1.2,0.0
PC365,North Ave CSO,North Ave CSO_Dry,GrbW,12/19/2016,Fall,Dry,1306,9.7,51522,0.46,6.27,22.9,697,2.8,ND,0.0,"59,108",4.8,LOQ,3.0,P,A,0.15,0.32,0.33,0.006,0.007,0.005,93.7,0.3,0.0
PC366,Lindsay Street,Lindsay Street_Dry,GrbW,12/19/2016,Fall,Dry,1318,10.9,250.3,6.27,6.8,1.92,718,2.9,"10,066",4.0,"15,944",4.2,ND,0.0,P,P,0.15,0.32,0.33,0.006,0.007,0.005,94.5,0.0,0.0
PC367,Greensferry,Greensferry_Dry,GrbW,12/19/2016,Fall,Dry,1331,14.6,219,8.51,7.22,1.42,"23,218",4.4,"357,345",5.6,"613,498",5.8,ND,0.0,A,A,0.15,0.32,0.33,0.006,0.007,0.005,83.8,0.4,0.0
PC368,Burbank,Burbank_Dry,GrbW,12/19/2016,Fall,Dry,1342,8.4,118.1,9.11,7.25,3.16,"24,543",4.4,"1,498,401",6.2,"492,213",5.7,LOQ,3.0,A,P,0.14,0.31,0.33,0.006,0.006,0.005,68.7,1.4,0.0
PC370,Northwest ,Northwest _Wet,GrbW,1/3/2017,Winter,Wet,1122,12.5,116,9.45,7.42,57,"1,433",3.2,"7,717",3.9,"74,640",4.9,LOQ,3.0,P,P,1.68,2.25,2.64,0.070,0.047,0.037,59.0,13.9,0.9
PC371,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,1/3/2017,Winter,Wet,1136,12,46.3,9.38,6.78,323,549,2.7,ND,0.0,LOQ,2.7,ND,0.0,A,P,1.68,2.25,2.64,0.070,0.047,0.037,47.8,21.3,0.0
PC372,James Jackson,James Jackson_Wet,GrbW,1/3/2017,Winter,Wet,1150,12.8,110.3,9.47,7.35,57.2,"2,766",3.4,LOQ,2.7,"3,219",3.5,ND,0.0,P,P,1.68,2.24,2.64,0.070,0.047,0.037,60.1,13.1,1.0
PC373,Spring Street,Spring Street_Wet,GrbW,1/3/2017,Winter,Wet,1205,12.6,107.7,9.23,7.32,14.4,"5,489",3.7,"57,190",4.8,"202,517",5.3,"3,465",3.5,P,A,1.68,2.24,2.64,0.070,0.047,0.037,41.8,21.9,0.7
PC374,Kerry Circle,Kerry Circle_Wet,GrbW,1/3/2017,Winter,Wet,1218,13,118.3,8.75,7.28,28.3,"2,233",3.3,"43,229",4.6,"88,099",4.9,"6,671",3.8,A,A,1.68,2.24,2.64,0.070,0.047,0.037,69.7,8.6,1.0
PC375,Hortense,Hortense_Wet,GrbW,1/3/2017,Winter,Wet,1238,13.4,115.4,9.45,7.35,20.1,"2,982",3.5,"121,894",5.1,"98,364",5.0,"5,610",3.7,A,P,1.68,2.24,2.64,0.070,0.047,0.037,77.3,4.1,0.2
PC376,Grove Park,Grove Park_Wet,GrbW,1/3/2017,Winter,Wet,1246,12.8,124.5,9.73,7.38,8.94,564,2.8,"86,506",4.9,"16,262",4.2,LOQ,3.0,A,A,1.68,2.24,2.64,0.070,0.047,0.037,48.8,11.2,0.0
PC377,North Ave,North Ave_Wet,GrbW,1/3/2017,Winter,Wet,1259,14.2,131.3,9.45,7.44,18.5,"6,715",3.8,"699,398",5.8,"122,908",5.1,"3,323",3.5,P,P,1.68,2.24,2.64,0.070,0.047,0.037,77.0,1.2,0.0
PC378,North Ave CSO,North Ave CSO_Wet,GrbW,1/3/2017,Winter,Wet,1309,12.9,117.6,9.52,7.37,21,0,0.0,ND,0.0,ND,0.0,ND,0.0,A,A,1.67,2.24,2.64,0.070,0.047,0.037,93.7,0.3,0.0
PC379,Lindsay Street,Lindsay Street_Wet,GrbW,1/3/2017,Winter,Wet,1321,15.9,365.6,6.69,6.92,2.38,265,2.4,"8,359",3.9,"2,035",3.3,ND,0.0,A,A,1.67,2.24,2.63,0.070,0.047,0.037,94.5,0.0,0.0
PC380,Greensferry,Greensferry_Wet,GrbW,1/3/2017,Winter,Wet,1332,14.4,139.7,9.37,7.27,10.63,"7,299",3.9,"368,267",5.6,"38,070",4.6,LOQ,3.0,A,P,1.67,2.24,2.63,0.070,0.047,0.037,83.8,0.4,0.0
PC381,Burbank,Burbank_Wet,GrbW,1/3/2017,Winter,Wet,1343,13.6,124.3,8.46,7.12,36.8,"36,540",4.6,"451,426",5.7,"57,459",4.8,"5,766",3.8,P,P,1.66,2.24,2.62,0.069,0.047,0.036,68.7,1.4,0.0
PC383,Lindsay Street,Lindsay Street_Wet,GrbW,1/24/2017,Winter,Wet,1104,16.89,427,8.82,7.04,1.59,209,2.3,"7,949",3.9,"1,173",3.1,ND,0.0,A,P,0.00,0.65,2.17,0.000,0.014,0.030,94.5,0.0,0.0
PC384,Burbank,Burbank_Wet,GrbW,1/24/2017,Winter,Wet,1003,13.37,193,10.04,7.39,4.58,"5,231",3.7,"146,040",5.2,"10,631",4.0,ND,0.0,P,P,0.00,0.65,2.56,0.000,0.014,0.036,68.7,1.4,0.0
PC385,Grove Park,Grove Park_Wet,GrbW,1/24/2017,Winter,Wet,1213,9.63,213,10.99,7.08,3.04,"1,111",3.0,"2,158",3.3,"2,552",3.4,ND,0.0,P,A,0.00,0.65,1.49,0.000,0.014,0.021,48.8,11.2,0.0
PC386,Spring Street,Spring Street_Wet,GrbW,1/24/2017,Winter,Wet,1310,11.71,195,10.52,7.38,4.57,"2,219",3.3,"107,325",5.0,"26,873",4.4,"3,553",3.6,P,A,0.00,0.65,1.08,0.000,0.014,0.015,41.8,21.9,0.7
PC388,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,1/24/2017,Winter,Wet,1140,11.20,128,8.77,7.73,24.6,343,2.5,ND,0.0,LOQ,2.7,ND,0.0,P,A,0.00,0.65,1.88,0.000,0.014,0.026,47.8,21.3,0.0
PC390,Greensferry,Greensferry_Wet,GrbW,1/24/2017,Winter,Wet,1043,16.78,290,8.71,7.09,4.15,"17,934",4.3,"3,973,843",6.6,"171,159",5.2,"15,836",4.2,A,A,0.00,0.65,2.26,0.000,0.014,0.031,83.8,0.4,0.0
PC391,North Ave,North Ave_Wet,GrbW,1/24/2017,Winter,Wet,1139,14.90,393,10.13,7.44,16.9,"15,192",4.2,"2,055,054",6.3,"81,114",4.9,"10,277",4.0,P,A,0.00,0.65,1.80,0.000,0.014,0.025,77.0,1.2,0.0
PC392,North Ave CSO,North Ave CSO_Wet,GrbW,1/24/2017,Winter,Wet,1123,13.19,1190,3.36,7.01,2.72,112,2.1,"2,249",3.4,"1,694",3.2,ND,0.0,A,A,0.00,0.65,1.88,0.000,0.014,0.026,93.7,0.3,0.0
PC394,Hortense,Hortense_Wet,GrbW,1/24/2017,Winter,Wet,1225,9.32,251,10.51,6.84,5.35,"2,356",3.4,"255,925",5.4,"125,900",5.1,ND,0.0,A,A,0.00,0.65,1.27,0.000,0.014,0.018,77.3,4.1,0.2
PC395,Kerry Circle,Kerry Circle_Wet,GrbW,1/24/2017,Winter,Wet,1310,13.32,272,9.60,7.53,10.56,"5,454",3.7,"1,297,444",6.1,"230,296",5.4,LOQ,3.0,A,A,0.00,0.65,1.08,0.000,0.014,0.015,69.7,8.6,1.0
PC396,James Jackson,James Jackson_Wet,GrbW,1/24/2017,Winter,Wet,1215,11.33,227,10.34,7.06,9.97,"1,035",3.0,"224,534",5.4,"55,871",4.7,LOQ,3.0,P,A,0.00,0.65,1.49,0.000,0.014,0.021,60.1,13.1,1.0
PC397,Northwest,Northwest_Wet,GrbW,1/24/2017,Winter,Wet,1040,10.98,232,9.90,7.55,13,"1,571",3.2,"243,716",5.4,"111,831",5.0,LOQ,3.0,A,A,0.00,0.65,2.26,0.000,0.014,0.031,59.0,13.9,0.9
PC399,Northwest,Northwest_Wet,GrbW,2/9/2017,Winter,Wet,1043,11.50,111.6,9.86,7.29,34.2,"6,489",3.8,"369,027",5.6,"47,455",4.7,"12,396",4.1,P,P,0.17,0.84,0.86,0.007,0.018,0.012,59.0,13.9,0.9
PC400,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,2/9/2017,Winter,Wet,1056,10.40,57.1,8.55,6.64,11.9,"1,406",3.1,ND,0.0,"56,836",4.8,"13,313",4.1,A,A,0.17,0.84,0.86,0.007,0.018,0.012,47.8,21.3,0.0
PC401,James Jackson,James Jackson_Wet,GrbW,2/9/2017,Winter,Wet,1109,11.40,92,9.19,7.19,34.8,"6,057",3.8,"104,882",5.0,"103,187",5.0,"31,537",4.5,P,A,0.17,0.84,0.86,0.007,0.018,0.012,60.1,13.1,1.0
PC402,Spring Street,Spring Street_Wet,GrbW,2/9/2017,Winter,Wet,1125,11.20,88.2,9.57,7.31,23.8,"2,556",3.4,"26,040",4.4,"51,657",4.7,"12,975",4.1,P,P,0.17,0.84,0.86,0.007,0.018,0.012,41.8,21.9,0.7
PC403,Kerry Circle,Kerry Circle_Wet,GrbW,2/9/2017,Winter,Wet,1139,11.50,134.6,9.11,7.26,35.6,"4,868",3.7,"126,792",5.1,"91,885",5.0,"26,562",4.4,P,P,0.17,0.84,0.86,0.007,0.018,0.012,69.7,8.6,1.0
PC407,Hortense,Hortense_Wet,GrbW,2/9/2017,Winter,Wet,1218,12.10,93,10.18,7.38,37.3,"3,656",3.6,"38,781",4.6,"43,348",4.6,"9,283",4.0,P,P,0.17,0.84,0.86,0.007,0.018,0.012,77.3,4.1,0.2
PC408,Grove Park,Grove Park_Wet,GrbW,2/9/2017,Winter,Wet,1227,11.10,96.3,10.92,7.53,13.4,"1,461",3.2,"4,958",3.7,"19,429",4.3,"7,836",3.9,P,P,0.17,0.84,0.86,0.007,0.018,0.012,48.8,11.2,0.0
PC409,North Ave,North Ave_Wet,GrbW,2/9/2017,Winter,Wet,1239,14.40,158.1,10.73,7.57,22.2,"25,555",4.4,"1,399,954",6.1,"593,323",5.8,"14,729",4.2,P,P,0.17,0.84,0.85,0.007,0.018,0.012,77.0,1.2,0.0
PC410,North Ave CSO,North Ave CSO_Wet,GrbW,2/9/2017,Winter,Wet,1248,9.60,480.4,9.08,7.13,19.2,"3,786",3.6,"2,730",3.4,"125,245",5.1,"8,860",3.9,P,P,0.17,0.84,0.85,0.007,0.018,0.012,93.7,0.3,0.0
PC411,Lindsay Street,Lindsay Street_Wet,GrbW,2/9/2017,Winter,Wet,1309,14.80,319.5,7.40,6.87,0.84,"11,164",4.0,"1,789",3.3,"82,296",4.9,ND,0.0,P,P,0.17,0.84,0.85,0.007,0.018,0.012,94.5,0.0,0.0
PC412,Greensferry,Greensferry_Wet,GrbW,2/9/2017,Winter,Wet,1322,14.80,199.5,8.76,7.25,5.23,"18,456",4.3,"2,598,352",6.4,"739,940",5.9,ND,0.0,P,P,0.17,0.84,0.85,0.007,0.018,0.012,83.8,0.4,0.0
PC413,Burbank,Burbank_Wet,GrbW,2/9/2017,Winter,Wet,1334,12.50,103.4,10.10,7.35,41.6,"32,550",4.5,"8,668",3.9,"98,127",5.0,ND,0.0,P,P,0.17,0.84,0.84,0.007,0.018,0.012,68.7,1.4,0.0
PC415,Northwest,Northwest_Wet,GrbW,2/22/2017,Winter,Wet,1038,14.6,199.3,9.14,7.54,8.26,"7,787",3.9,"3,518",3.5,"70,195",4.8,ND,0.0,P,A,0.32,0.32,0.32,0.013,0.007,0.004,59.0,13.9,0.9
PC416,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,2/22/2017,Winter,Wet,1052,13.9,81.7,8.08,6.76,6.38,"5,931",3.8,ND,0.0,"45,816",4.7,ND,0.0,P,A,0.32,0.32,0.32,0.013,0.007,0.004,47.8,21.3,0.0
PC417,James Jackson,James Jackson_Wet,GrbW,2/22/2017,Winter,Wet,1106,14.7,168.9,8.73,7.49,4.98,840,2.9,"47,285",4.7,"31,003",4.5,ND,0.0,A,P,0.32,0.32,0.32,0.013,0.007,0.004,60.1,13.1,1.0
PC418,Spring Street,Spring Street_Wet,GrbW,2/22/2017,Winter,Wet,1118,14.3,138.6,9.60,7.46,3.13,327,2.5,"6,722",3.8,"15,542",4.2,ND,0.0,A,P,0.32,0.32,0.32,0.013,0.007,0.004,41.8,21.9,0.7
PC419,Kerry Circle,Kerry Circle_Wet,GrbW,2/22/2017,Winter,Wet,1132,15.1,161.9,9.07,7.29,6.72,"3,507",3.5,"865,125",5.9,"120,184",5.1,"7,943",3.9,P,P,0.32,0.32,0.32,0.013,0.007,0.004,69.7,8.6,1.0
PC420,Hortense,Hortense_Wet,GrbW,2/22/2017,Winter,Wet,1155,15.4,138.5,9.62,7.42,5.6,"1,086",3.0,"86,850",4.9,"38,781",4.6,ND,0.0,A,P,0.32,0.32,0.32,0.013,0.007,0.004,77.3,4.1,0.2
PC421,Grove Park,Grove Park_Wet,GrbW,2/22/2017,Winter,Wet,1207,13.7,138.4,10.77,7.78,2.29,"1,345",3.1,"21,048",4.3,"23,873",4.4,ND,0.0,P,P,0.32,0.32,0.32,0.013,0.007,0.004,48.8,11.2,0.0
PC422,North Ave,North Ave_Wet,GrbW,2/22/2017,Winter,Wet,1218,16.4,153.1,9.77,7.42,3.5,"8,993",4.0,"706,507",5.8,"114,189",5.1,LOQ,3.0,A,P,0.32,0.32,0.32,0.013,0.007,0.004,77.0,1.2,0.0
PC423,North Ave CSO,North Ave CSO_Wet,GrbW,2/22/2017,Winter,Wet,1228,14.3,314.5,7.88,7.38,18.4,"11,199",4.0,"1,563",3.2,"117,989",5.1,LOQ,3.0,P,P,0.32,0.32,0.32,0.013,0.007,0.004,93.7,0.3,0.0
PC424,Lindsay Street,Lindsay Street_Wet,GrbW,2/22/2017,Winter,Wet,1240,17.3,243,7.55,6.53,2.04,"3,032",3.5,"134,461",5.1,"48,153",4.7,ND,0.0,A,A,0.32,0.32,0.32,0.013,0.007,0.004,94.5,0.0,0.0
PC425,Greensferry,Greensferry_Wet,GrbW,2/22/2017,Winter,Wet,1251,16.9,207.1,8.10,7.13,2.55,"10,013",4.0,"544,716",5.7,"115,552",5.1,"1,773",3.2,A,A,0.32,0.32,0.32,0.013,0.007,0.004,83.8,0.4,0.0
PC426,Burbank,Burbank_Wet,GrbW,2/22/2017,Winter,Wet,1301,15.9,125.1,10.62,7.40,3.85,"1,559",3.2,"58,391",4.8,"34,049",4.5,LOQ,3.0,A,P,0.32,0.32,0.32,0.013,0.007,0.004,68.7,1.4,0.0
PC428,Northwest,Northwest_Wet,GrbW,3/8/2017,Winter,Wet,1030,14.2,114.4,9.65,7.39,14.5,"1,787",3.3,"93,795",5.0,"39,593",4.6,"32,674",4.5,P,P,0.54,0.54,0.54,0.023,0.011,0.008,59.0,13.9,0.9
PC429,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,3/8/2017,Winter,Wet,1045,13.6,72.3,8.44,6.65,12.7,"2,888",3.5,ND,0.0,"20,702",4.3,ND,0.0,P,A,0.54,0.54,0.54,0.023,0.011,0.008,47.8,21.3,0.0
PC430,James Jackson,James Jackson_Wet,GrbW,3/8/2017,Winter,Wet,1104,14.2,108.8,9.84,7.28,15.5,"1,949",3.3,"104,956",5.0,"34,411",4.5,"33,542",4.5,P,P,0.54,0.54,0.54,0.023,0.011,0.008,60.1,13.1,1.0
PC431,Spring Street,Spring Street_Wet,GrbW,3/8/2017,Winter,Wet,1119,14.6,107,10.36,7.41,8.62,"2,745",3.4,"122,846",5.1,"48,169",4.7,"8,351",3.9,A,P,0.54,0.54,0.54,0.023,0.011,0.008,41.8,21.9,0.7
PC432,Kerry Circle,Kerry Circle_Wet,GrbW,3/8/2017,Winter,Wet,1132,15.1,125.9,8.94,7.39,15.1,"2,107",3.3,"193,755",5.3,"44,117",4.6,"25,623",4.4,P,P,0.54,0.54,0.54,0.023,0.011,0.008,69.7,8.6,1.0
PC433,Hortense,Hortense_Wet,GrbW,3/8/2017,Winter,Wet,1148,15.3,120.4,10.06,7.38,11.8,"1,212",3.1,"175,381",5.2,"37,353",4.6,LOQ,3.0,P,P,0.54,0.54,0.54,0.023,0.011,0.008,77.3,4.1,0.2
PC434,Grove Park,Grove Park_Wet,GrbW,3/8/2017,Winter,Wet,1156,14.6,116.4,10.19,7.56,4.73,646,2.8,"9,276",4.0,"5,660",3.8,"10,638",4.0,P,P,0.54,0.54,0.54,0.023,0.011,0.008,48.8,11.2,0.0
PC435,North Ave,North Ave_Wet,GrbW,3/8/2017,Winter,Wet,1208,17.8,218.3,10.08,7.59,5.57,"5,192",3.7,"1,880,259",6.3,"122,157",5.1,"9,297",4.0,P,P,0.54,0.54,0.54,0.023,0.011,0.008,77.0,1.2,0.0
PC436,North Ave CSO,North Ave CSO_Wet,GrbW,3/8/2017,Winter,Wet,1218,12.2,1084,6.55,7.26,10.5,"4,473",3.7,"3,002",3.5,"52,587",4.7,"12,539",4.1,P,A,0.54,0.54,0.54,0.023,0.011,0.008,93.7,0.3,0.0
PC437,Lindsay Street,Lindsay Street_Wet,GrbW,3/8/2017,Winter,Wet,1231,18.8,331.6,8.47,6.79,0.95,222,2.3,"7,104",3.9,"3,981",3.6,ND,0.0,A,A,0.54,0.54,0.54,0.023,0.011,0.008,94.5,0.0,0.0
PC438,Greensferry,Greensferry_Wet,GrbW,3/8/2017,Winter,Wet,1243,16.6,210,8.63,7.23,5.53,"13,678",4.1,"2,488,179",6.4,"220,447",5.3,ND,0.0,A,A,0.54,0.54,0.54,0.023,0.011,0.008,83.8,0.4,0.0
PC439,Burbank,Burbank_Wet,GrbW,3/8/2017,Winter,Wet,1256,16.4,118.7,9.70,7.41,8.86,"3,234",3.5,"97,980",5.0,"65,215",4.8,ND,0.0,A,P,0.54,0.54,0.54,0.023,0.011,0.008,68.7,1.4,0.0
PC441,Northwest,Northwest_Wet,GrbW,3/21/2017,Spring,Wet,1104,13.8,212.2,11.87,8.08,1.71,80,1.9,LOQ,2.7,"2,271",3.4,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,59.0,13.9,0.9
PC443,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,3/21/2017,Spring,Wet,1127,13.4,104.2,9.04,6.65,1.95,283,2.5,ND,0.0,"4,370",3.6,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,47.8,21.3,0.0
PC444,James Jackson,James Jackson_Wet,GrbW,3/21/2017,Spring,Wet,1142,13.7,208.1,10.81,7.83,1.52,87,1.9,LOQ,2.7,"2,603",3.4,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,60.1,13.1,1.0
PC445,Spring Street,Spring Street_Wet,GrbW,3/21/2017,Spring,Wet,1158,14.5,150.2,14.20,7.59,1.23,99,2.0,"4,652",3.7,"3,165",3.5,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,41.8,21.9,0.7
PC446,Kerry Circle,Kerry Circle_Wet,GrbW,3/21/2017,Spring,Wet,1212,14.4,228.4,11.50,7.31,1.92,524,2.7,"6,290",3.8,"5,958",3.8,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,69.7,8.6,1.0
PC448,Hortense,Hortense_Wet,GrbW,3/21/2017,Spring,Wet,1240,16.2,203.7,12.70,8.15,1.05,261,2.4,"105,410",5.0,"9,518",4.0,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,77.3,4.1,0.2
PC449,Grove Park,Grove Park_Wet,GrbW,3/21/2017,Spring,Wet,1248,15.5,160.7,10.65,8.29,0.51,117,2.1,"3,867",3.6,"2,621",3.4,ND,0.0,A,A,0,0,0,0.000,0.000,0.000,48.8,11.2,0.0
PC450,North Ave,North Ave_Wet,GrbW,3/21/2017,Spring,Wet,1301,19.9,220.6,9.70,7.95,0.85,"2,651",3.4,"563,656",5.8,"26,903",4.4,"8,511",3.9,P,P,0,0,0,0.000,0.000,0.000,77.0,1.2,0.0
PC451,North Ave CSO,North Ave CSO_Wet,GrbW,3/21/2017,Spring,Wet,1309,11.1,537,7.89,7.58,3.18,63,1.8,ND,0.0,"2,174",3.3,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,93.7,0.3,0.0
PC452,Lindsay Street,Lindsay Street_Wet,GrbW,3/21/2017,Spring,Wet,1324,21.6,350,11.94,6.97,0.23,268,2.4,LOQ,2.7,"3,146",3.5,ND,0.0,P,A,0,0,0,0.000,0.000,0.000,94.5,0.0,0.0
PC453,Greensferry,Greensferry_Wet,GrbW,3/21/2017,Spring,Wet,1335,17.4,240.3,8.85,7.25,0.82,"17,341",4.2,"5,968,540",6.8,"195,905",5.3,"147,344",5.2,A,P,0,0,0,0.000,0.000,0.000,83.8,0.4,0.0
PC454,Burbank,Burbank_Wet,GrbW,3/21/2017,Spring,Wet,1348,17.9,156.1,11.66,7.82,1.45,247,2.4,"28,197",4.5,"5,811",3.8,ND,0.0,A,P,0,0,0,0.000,0.000,0.000,68.7,1.4,0.0
PC456,James Jackson,James Jackson_Wet,GrbW,3/24/2017,Spring,Wet,1305,15.9,190.5,12.40,8.35,1.96,93,2.0,LOQ,2.7,LOQ,2.7,ND,0.0,A,P,0,0,0.25,0.000,0.000,0.003,60.1,13.1,1.0
PC462,James Jackson,James Jackson_Wet,GrbW,3/26/2017,Spring,Wet,1730,NA,NA,NA,NA,7.13,"4,591",3.7,"19,285",4.3,"18,429",4.3,ND,0.0,P,P,0.3,0.3,0.3,0.013,0.006,0.004,60.1,13.1,1.0
PC463,James Jackson,James Jackson_Wet,GrbW,3/27/2017,Spring,Wet,1256,17.7,152.8,10.40,7.91,3.71,427,2.6,"1,779",3.3,"5,643",3.8,ND,0.0,P,P,0,0.3,0.3,0.000,0.006,0.004,60.1,13.1,1.0
PC464,James Jackson,James Jackson_Wet,GrbW,4/3/2017,Spring,Wet,1250,NA,NA,NA,NA,33.9,"4,295",3.6,LOQ,2.7,"46,509",4.7,ND,0.0,,,0.45,0.45,0.45,0.019,0.009,0.006,60.1,13.1,1.0
PC472,Northwest,Northwest_Wet,GrbW,4/4/2017,Spring,Wet,1114,17.4,136.4,7.99,7.33,13.6,"3,743",3.6,"142,523",5.2,"36,315",4.6,"8,124",3.9,P,P,0.58,0.63,0.63,0.024,0.013,0.009,59.0,13.9,0.9
PC473,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,4/4/2017,Spring,Wet,1127,17.1,86.1,6.69,6.57,15.9,347,2.5,ND,0.0,"6,187",3.8,"17,418",4.2,P,A,0.58,0.63,0.63,0.024,0.013,0.009,47.8,21.3,0.0
PC474,James Jackson,James Jackson_Wet,GrbW,4/4/2017,Spring,Wet,1155,17.7,132.7,7.35,7.32,14.1,"3,455",3.5,"136,297",5.1,"50,952",4.7,"25,516",4.4,P,P,0.41,0.63,0.63,0.017,0.013,0.009,60.1,13.1,1.0
PC475,Spring Street,Spring Street_Wet,GrbW,4/4/2017,Spring,Wet,1228,18.7,144.1,8.08,7.37,7.87,"7,131",3.9,"47,763",4.7,"27,165",4.4,LOQ,3.0,A,P,0.27,0.63,0.63,0.011,0.013,0.009,41.8,21.9,0.7
PC476,Kerry Circle,Kerry Circle_Wet,GrbW,4/4/2017,Spring,Wet,1241,18.9,138.8,6.97,7.13,8.14,"2,198",3.3,"49,567",4.7,"31,116",4.5,"17,302",4.2,P,P,0.23,0.63,0.63,0.010,0.013,0.009,69.7,8.6,1.0
PC477,Hortense,Hortense_Wet,GrbW,4/4/2017,Spring,Wet,1257,19.5,164.5,8.81,7.34,5.67,"1,479",3.2,"313,663",5.5,"26,433",4.4,"37,878",4.6,P,P,0.18,0.63,0.63,0.008,0.013,0.009,77.3,4.1,0.2
PC478,Grove Park,Grove Park_Wet,GrbW,4/4/2017,Spring,Wet,1307,19.3,151.6,8.7,7.64,2.5,486,2.7,"51,117",4.7,"5,356",3.7,ND,0.0,P,A,0.15,0.63,0.63,0.006,0.013,0.009,48.8,11.2,0.0
PC479,North Ave,North Ave_Wet,GrbW,4/4/2017,Spring,Wet,1319,21.9,205.9,8.53,7.65,2.82,"2,260",3.4,"686,401",5.8,"121,482",5.1,"29,135",4.5,P,A,0.15,0.63,0.63,0.006,0.013,0.009,77.0,1.2,0.0
PC480,North Ave CSO,North Ave CSO_Wet,GrbW,4/4/2017,Spring,Wet,1327,16.2,690,6.15,7.43,5.32,"1,171",3.1,LOQ,2.7,"20,250",4.3,ND,0.0,P,P,0.13,0.63,0.63,0.005,0.013,0.009,93.7,0.3,0.0
PC481,Lindsay Street,Lindsay Street_Wet,GrbW,4/4/2017,Spring,Wet,1346,20.8,347,7.65,6.8,1.21,209,2.3,"1,054",3.0,"3,661",3.6,ND,0.0,P,A,0.12,0.63,0.63,0.005,0.013,0.009,94.5,0.0,0.0
PC482,Greensferry,Greensferry_Wet,GrbW,4/4/2017,Spring,Wet,1357,18.8,222.6,8.11,7.22,2.79,"30,729",4.5,"4,706,727",6.7,"457,536",5.7,"8,852",3.9,A,A,0.11,0.63,0.63,0.005,0.013,0.009,83.8,0.4,0.0
