Sample_ID,Site,site_season,Sample_Type,Sample_Date,Season,Wet_Dry_Season,Sample_Time,Temperature_C,Conductivity_uS_cm,Dissolved_Oxygen_mg_L,pH,Turbidity_NTU,E_coli_MPN_100_mL,Log10_E_coli_MPN_100_ml,HF183MGB_GC_100_mL,Log_HF183MGB_GC_100_mL,E_Coli_GC_100_mL,Log_E_Coli_GC_100_mL,DG3_GC_100_mL,Log_DG3_GC_100_mL,Salmonella_presence_absence,Stx2_presence_absence,24_hr_Precipitation_in,48_hr_Precipitation_in,72_hr_Precipitation_in,Rain_Intensity_24_hr_prior_in_hr,Rain_Intensity_48_hr_prior_in_hr,Rain_Intensity_72_hr_prior_in_hr,Impervious_Percent,Forest_Percent,Grasslands_Percent
PC526,Greensferry,Greensferry_Wet,GrbW,5/16/17,Spring,Wet,1322,20.7,257.2,7.73,7.06,0.56,32024.00,4.5,859529.00,5.9,217072.00,5.3,0.00,0,0,0,0,0,0.31,0,0,0.004,83.8,0.4,0
PC527,Burbank,Burbank_Wet,GrbW,5/16/17,Spring,Wet,1335,22.1,175,8.04,7.38,1.47,477.00,2.7,32318.00,4.5,5894.00,3.8,0.00,0,0,0,0,0,0.31,0,0,0.004,68.7,1.4,0
PC529,Northwest,Northwest_Wet,GrbW,5/31/17,Spring,Wet,952,20.3,95.3,7.76,7.1,60.1,12996.00,4.1,29420.00,4.5,248700.00,5.4,47304.00,4.7,1,1,1.13,2.26,2.26,0.047,0.047,0.031,59,13.9,0.9
PC531,Lillian Cooper Park,Lillian Cooper Park_Wet,GrbW,5/31/17,Spring,Wet,1015,19.8,76.7,6.91,6.68,62.9,2399.00,3.4,0.00,0,36681.00,4.6,5241.00,3.7,1,0,1.13,2.26,2.26,0.047,0.047,0.031,47.8,21.3,0
PC532,James Jackson,James Jackson_Wet,GrbW,5/31/17,Spring,Wet,1028,20.4,94.4,7.72,7.15,51.7,13461.00,4.1,21195.00,4.3,203622.00,5.3,44013.00,4.6,1,1,1.13,2.26,2.26,0.047,0.047,0.031,60.1,13.1,1
PC533,Spring Street,Spring Street_Wet,GrbW,5/31/17,Spring,Wet,1039,19.8,121.5,8.06,7.16,30,9612.00,4,50759.00,4.7,286811.00,5.5,53849.00,4.7,1,1,1.13,2.26,2.26,0.047,0.047,0.031,41.8,21.9,0.7
PC534,Kerry Circle,Kerry Circle_Wet,GrbW,5/31/17,Spring,Wet,1056,20.6,102.7,6.87,7.06,37.6,9311.00,4,17241.00,4.2,184809.00,5.3,26056.00,4.4,1,1,1.05,2.26,2.26,0.044,0.047,0.031,69.7,8.6,1
PC535,Hortense,Hortense_Wet,GrbW,5/31/17,Spring,Wet,1118,20.8,88.1,7.83,7.12,26.3,6559.00,3.8,27488.00,4.4,123311.00,5.1,18966.00,4.3,1,1,0.66,2.26,2.26,0.028,0.047,0.031,77.3,4.1,0.2
PC536,Grove Park,Grove Park_Wet,GrbW,5/31/17,Spring,Wet,1125,20.8,105.5,8.57,7.3,11.9,2452.00,3.4,57035.00,4.8,73372.00,4.9,7906.00,3.9,1,1,0.65,2.26,2.26,0.027,0.047,0.031,48.8,11.2,0
PC537,North Ave,North Ave_Wet,GrbW,5/31/17,Spring,Wet,1137,21.7,163.8,8.61,7.34,19.2,8246.00,3.9,285959.00,5.5,177874.00,5.3,8618.00,3.9,1,1,0.63,2.26,2.26,0.026,0.047,0.031,77,1.2,0
PC538,North Ave CSO,North Ave CSO_Wet,GrbW,5/31/17,Spring,Wet,1145,20.4,191,6.82,7.3,6.4,2178.00,3.3,1556.00,3.2,44529.00,4.6,1763.00,3.2,1,0,0.63,2.26,2.26,0.026,0.047,0.031,93.7,0.3,0
PC539,Lindsay Street,Lindsay Street_Wet,GrbW,5/31/17,Spring,Wet,1158,20.3,360.5,5.95,6.77,1.11,1486.00,3.2,8081.00,3.9,13361.00,4.1,0.00,0,1,0,0.62,2.26,2.26,0.026,0.047,0.031,94.5,0,0
PC540,Greensferry,Greensferry_Wet,GrbW,5/31/17,Spring,Wet,1210,21.8,559,7.77,7.17,4.96,2222.00,3.3,11092152.00,7,278341.00,5.4,0.00,0,1,0,0.62,2.26,2.26,0.026,0.047,0.031,83.8,0.4,0
PC541,Burbank,Burbank_Wet,GrbW,5/31/17,Spring,Wet,1223,20.8,105,7.3,7.2,42.6,4239.00,3.6,15509.00,4.2,57209.00,4.8,11200.00,4,1,0,0.62,2.26,2.26,0.026,0.047,0.031,68.7,1.4,0
PC543,Lindsay Street,Lindsay Street_Dry,GrbW,7/18/17,Summer,Dry,1220,21.43,411,6.89,7.2,1.3,3187.00,3.5,0.00,2.7,45442.00,4.7,0.00,0,0,0,0,0.18,0.34,0,0.004,0.005,94.5,0,0
PC544,Burbank,Burbank_Dry,GrbW,7/18/17,Summer,Dry,1000,21.66,146,7.96,7.2,56.3,6239.00,3.8,0.00,2.7,22958.00,4.4,0.00,0,1,1,0,0.27,0.34,0,0.006,0.005,68.7,1.4,0
PC545,Grove Park,Grove Park_Dry,GrbW,7/18/17,Summer,Dry,1240,24.47,147,8.32,7.54,6.55,1255.00,3.1,0.00,0,3231.00,3.5,0.00,0,1,1,0,0.18,0.34,0,0.004,0.005,48.8,11.2,0
PC546,Spring Street,Spring Street_Dry,GrbW,7/18/17,Summer,Dry,1340,24.34,194,7.42,7.31,3.55,3933.00,3.6,0.00,0,0.00,2.7,0.00,0,1,0,0,0.18,0.34,0,0.004,0.005,41.8,21.9,0.7
PC548,Lillian Cooper Park,Lillian Cooper Park_Dry,GrbW,7/18/17,Summer,Dry,1215,18.63,150,3.33,6.93,3.63,1204.00,3.1,0.00,0,13507.00,4.1,0.00,0,0,0,0,0.18,0.34,0,0.004,0.005,47.8,21.3,0
PC550,Greensferry,Greensferry_Dry,GrbW,7/18/17,Summer,Dry,1020,23.07,185,8.06,7.44,14.1,18042.00,4.3,211479.00,5.3,251474.00,5.4,0.00,0,0,0,0,0.24,0.34,0,0.005,0.005,83.8,0.4,0
PC551,North Ave,North Ave_Dry,GrbW,7/18/17,Summer,Dry,1130,23.85,183,8.19,7.42,17.4,15645.00,4.2,143830.00,5.2,221907.00,5.3,1409.00,3.1,1,1,0,0.19,0.34,0,0.004,0.005,77,1.2,0
PC552,North Ave CSO,North Ave CSO_Dry,GrbW,7/18/17,Summer,Dry,1150,23.17,285,2.7,7.7,2.35,1856.00,3.3,0.00,0,5509.00,3.7,0.00,0,1,0,0,0.18,0.34,0,0.004,0.005,93.7,0.3,0
PC554,Hortense,Hortense_Dry,GrbW,7/18/17,Summer,Dry,1250,24.14,164,8.07,7.42,16.7,5286.00,3.7,6822.00,3.8,49123.00,4.7,0.00,3,1,0,0,0.18,0.34,0,0.004,0.005,77.3,4.1,0.2
PC555,Kerry Circle,Kerry Circle_Dry,GrbW,7/18/17,Summer,Dry,1320,23.35,182,6.9,7.44,28.7,13326.00,4.1,14746.00,4.2,155530.00,5.2,3575.00,3.6,1,0,0,0.18,0.34,0,0.004,0.005,69.7,8.6,1
PC556,James Jackson,James Jackson_Dry,GrbW,7/18/17,Summer,Dry,1300,24.08,154,7.85,7.11,25.9,6434.00,3.8,13835.00,4.1,77112.00,4.9,4617.00,3.7,0,1,0,0.18,0.34,0,0.004,0.005,60.1,13.1,1
PC557,Northwest,Northwest_Dry,GrbW,7/18/17,Summer,Dry,1045,22.71,136,7.4,6.8,31.7,9269.00,4,22576.00,4.4,143221.00,5.2,9545.00,4,1,1,0,0.21,0.34,0,0.004,0.005,59,13.9,0.9
PC561,Northwest,Northwest_Dry,GrbW,7/25/17,Summer,Dry,1020,24.6,175.5,6.65,7.33,26.2,2177.00,3.3,2160.00,3.3,16587.00,4.2,0.00,0,1,1,1.22,1.54,1.54,0.051,0.032,0.021,59,13.9,0.9
PC563,Lillian Cooper Park,Lillian Cooper Park_Dry,GrbW,7/25/17,Summer,Dry,1040,23.3,140,5.85,7.12,65,24543.00,4.4,0.00,0,97646.00,5,0.00,0,1,1,1.22,1.54,1.54,0.051,0.032,0.021,47.8,21.3,0
PC564,James Jackson,James Jackson_Dry,GrbW,7/25/17,Summer,Dry,1052,24.8,181.6,5.99,7.48,31.5,2273.00,3.4,3633.00,3.6,12649.00,4.1,0.00,0,1,1,1.22,1.54,1.54,0.051,0.032,0.021,60.1,13.1,1
PC565,Spring Street,Spring Street_Dry,GrbW,7/25/17,Summer,Dry,1101,24.1,192.8,5.16,7.27,7.08,23820.00,4.4,195515.00,5.3,353417.00,5.5,0.00,0,0,0,1.22,1.54,1.54,0.051,0.032,0.021,41.8,21.9,0.7
PC566,Kerry Circle,Kerry Circle_Dry,GrbW,7/25/17,Summer,Dry,1114,24.5,214.9,3.45,7.09,14.7,1177.00,3.1,0.00,2.7,7992.00,3.9,0.00,0,1,1,1.22,1.54,1.54,0.051,0.032,0.021,69.7,8.6,1
PC567,Hortense,Hortense_Dry,GrbW,7/25/17,Summer,Dry,1130,24.8,200,6.64,7.34,2.97,515.00,2.7,0.00,2.7,3004.00,3.5,0.00,0,1,1,1.22,1.54,1.54,0.051,0.032,0.021,77.3,4.1,0.2
PC568,Grove Park,Grove Park_Dry,GrbW,7/25/17,Summer,Dry,1137,25,199.1,7.39,7.89,1.4,376.00,2.6,0.00,2.7,0.00,2.7,0.00,0,0,1,1.22,1.54,1.54,0.051,0.032,0.021,48.8,11.2,0
PC569,North Ave,North Ave_Dry,GrbW,7/25/17,Summer,Dry,1144,24.8,239,7.9,7.6,2.41,2455.00,3.4,10649.00,4,11431.00,4.1,0.00,0,1,0,1.22,1.54,1.54,0.051,0.032,0.021,77,1.2,0
PC570,North Ave CSO,North Ave CSO_Dry,GrbW,7/25/17,Summer,Dry,1157,23.8,1278.5,2.78,7.23,4.83,7270.00,3.9,0.00,0,76312.00,4.9,0.00,0,1,1,1.22,1.54,1.54,0.051,0.032,0.021,93.7,0.3,0
PC571,Lindsay Street,Lindsay Street_Dry,GrbW,7/25/17,Summer,Dry,1206,21.7,377.3,6.12,6.92,0.41,833.00,2.9,0.00,2.7,2784.00,3.4,0.00,0,0,1,1.22,1.54,1.54,0.051,0.032,0.021,94.5,0,0
PC572,Greensferry,Greensferry_Dry,GrbW,7/25/17,Summer,Dry,1217,24,264.2,7.61,7.29,1.48,17185.00,4.2,221717.00,5.3,327212.00,5.5,0.00,0,0,0,1.22,1.54,1.54,0.051,0.032,0.021,83.8,0.4,0
PC573,Burbank,Burbank_Dry,GrbW,7/25/17,Summer,Dry,1238,24.2,162.5,7.78,7.33,2.12,743.00,2.9,25412.00,4.4,10905.00,4,0.00,0,1,1,1.22,1.54,1.54,0.051,0.032,0.021,68.7,1.4,0
